MOF,LCD,LCD/PLD,PLD,density (cm3/g),Pore Volume (cm3/g),Porosity,Surface Area (m2/g), %C, %H, %O, %N,%Metal,O-to-M,MP,TDU,DU,H2O_Kh,FA_Kh,FA
UMOBEF09_clean,9.30813,1.541259749,6.0393,0.731985,0.95084,0.696000617,3211.3,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,1.88E-05,6.59E-05,9.325051238
UMODEH_clean,10.95537,2.043481505,5.36113,0.533113,1.45222,0.774197361,5153.6,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.59E-06,2.11E-05,4.604829811
UMODEH01_clean,11.30468,2.087648637,5.41503,0.512269,1.52498,0.78119998,5157.57,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,8.53E-06,1.93E-05,3.692770638
UMODEH02_clean,11.81211,2.158693173,5.47188,0.501768,1.57045,0.788001556,5184.43,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,7.85E-06,1.81E-05,3.128805346
UMODEH03_clean,11.61852,2.143377375,5.42066,0.51003,1.53913,0.785002474,5166.3,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,8.52E-06,1.89E-05,3.565146068
UMODEH04_clean,11.36787,2.125145348,5.34922,0.533932,1.444,0.770997808,5154.94,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.31E-06,2.18E-05,5.005077016
UMODEH06_clean,11.16649,2.126181001,5.2519,0.555198,1.37825,0.765201644,5143.68,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.05E-05,2.47E-05,6.614079321
UMODEH07_clean,11.33302,2.158945999,5.24933,0.558087,1.36394,0.761197183,5131.77,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.04E-05,2.55E-05,6.85888466
UMODEH08_clean,7.50813,1.443721229,5.20054,0.647965,1.11457,0.72220235,4363.91,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.52E-05,4.23E-05,11.83519196
UMODEH09_clean,7.58377,1.486401678,5.1021,0.720299,0.966543,0.696199956,3558.48,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.95E-05,6.11E-05,11.22347419
UMODEH10_clean,8.26869,1.619105337,5.10695,0.739009,0.929894,0.687200035,3286.83,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,2.03E-05,6.74E-05,10.5403576
UMODEH11_clean,7.88398,1.543826051,5.10678,0.750929,0.911671,0.684600192,3187.54,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,2.11E-05,7.15E-05,10.5486995
UMODEH12_clean,7.73054,1.517139734,5.09547,0.751192,0.90443,0.679400581,3172.27,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,2.11E-05,7.21E-05,10.56318289
UMODEH13_clean,8.08,1.582058517,5.10727,0.75692,0.89732,0.679199454,3095.55,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,2.14E-05,7.27E-05,10.65205373
UMODEH14_clean,11.13019,2.082838675,5.34376,0.540267,1.42596,0.770399131,5190.06,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.23E-06,2.23E-05,5.58040569
UMODEH15_clean,11.39121,2.119626137,5.37416,0.528259,1.46973,0.7763981,5150.56,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.32E-06,2.09E-05,4.809140787
UMODEH16_clean,13.02556,2.174852275,5.98917,0.473838,1.69003,0.800800435,5172.75,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,7.10E-06,1.59E-05,2.530421488
UMODEH17_clean,11.09362,2.109341963,5.25928,0.56801,1.3366,0.759202166,5133.22,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.04E-05,2.71E-05,8.44683515
UMODEH18_clean,12.07339,2.255283578,5.35338,0.527677,1.46794,0.774598175,5223.93,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.30E-06,2.09E-05,4.571330824
UMODEH19_clean,9.53314,1.551216401,6.14559,0.644874,1.13138,0.729597546,4232.98,53.84615385,30.76923077,12.82051282,0,2.564102564,10,4.761904762,271,0.716931217,1.43E-05,4.11E-05,8.64827764
UMODEH20_clean,9.81757,1.886234954,5.20485,0.582326,1.28485,0.748201561,5015.39,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.12E-05,2.91E-05,8.742644338
UMODEH21_clean,9.91334,1.895189828,5.23079,0.575954,1.30219,0.750001539,5069.08,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.06E-05,2.72E-05,8.134834785
UMODEH22_clean,10.42971,1.977267428,5.27481,0.557764,1.36402,0.760801251,5138.64,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.59E-06,2.51E-05,7.120735072
UMODEH23_clean,11.15907,2.088633964,5.34276,0.535598,1.4369,0.769600766,5171.89,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.56E-06,2.20E-05,4.969344764
UMODEH24_clean,11.42851,2.128455933,5.36939,0.532371,1.45237,0.773199669,5159.71,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,8.73E-06,2.16E-05,5.186102912
UMODEH25_clean,9.75422,1.874949783,5.20239,0.581306,1.28022,0.744199567,5046.92,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.11E-05,2.84E-05,9.00863286
UMOKIS_clean,10.47066,1.270261024,8.24292,0.843112,0.784949,0.661799921,2088.78,44.96124031,27.90697674,12.40310078,12.40310078,2.325581395,10.66666667,5.172413793,161,0.693965517,7.43E-06,1.78E-05,4.081122276
UMOVEZ_clean,11.7936,1.976119543,5.96806,0.502437,1.57671,0.792197442,5217.08,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,8.39E-06,1.79E-05,3.441856241
UMOVEZ01_clean,10.36799,1.824775291,5.68179,0.557538,1.36923,0.763397756,5182.06,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,1.01E-05,2.50E-05,6.791079523
UMOVEZ02_clean,10.40783,1.825422688,5.7016,0.554264,1.38562,0.767999284,5204.42,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,1.02E-05,2.48E-05,6.489402475
UMOVEZ03_clean,10.92239,1.876364017,5.82104,0.537309,1.43754,0.77240318,5216.45,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,9.34E-06,2.15E-05,5.225898421
UMOVEZ04_clean,11.43321,1.9039674,6.00494,0.521066,1.50538,0.784402335,5211.14,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,8.05E-06,2.01E-05,4.203606925
UMOVEZ05_clean,10.32083,1.822054979,5.66439,0.556946,1.37787,0.767399185,5186.51,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,9.51E-06,2.49E-05,6.935888583
UMOVID_clean,12.08323,2.006437815,6.02223,0.495095,1.60737,0.79580085,5153.36,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,7.77E-06,1.71E-05,3.162190985
UMOVOJ_clean,12.44931,2.057852838,6.04966,0.481059,1.66466,0.800799675,5172.97,52.5,32.5,12.5,0,2.5,10,4.761904762,262,0.693121693,7.13E-06,1.57E-05,2.605170352
UMOYOM03_clean,9.53653,1.784356687,5.34452,0.572297,1.32064,0.75579831,4921.73,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,8.50E-06,2.01E-05,5.052548334
UMOYOM05_clean,8.7274,1.665483497,5.24016,0.61176,1.19459,0.730802378,4854.31,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,9.99E-06,2.61E-05,8.227809877
UMOYOM06_clean,9.27242,1.72996138,5.3599,0.544667,1.40049,0.762800687,5193.56,51.11111111,35.55555556,11.11111111,0,2.222222222,10,4.347826087,271,0.654589372,9.69E-06,2.14E-05,4.880993694
UMOYOM07_clean,9.75529,1.816444901,5.37054,0.541661,1.42377,0.771200682,5154.28,51.11111111,35.55555556,11.11111111,0,2.222222222,10,4.347826087,271,0.654589372,9.42E-06,2.17E-05,4.979572593
UMOYOM08_clean,9.66223,1.781736073,5.42293,0.547658,1.39576,0.76439913,4909.89,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,8.57E-06,1.72E-05,3.690895768
UMOYOM10_clean,9.29709,1.751718823,5.30741,0.582563,1.28398,0.747999241,4897.84,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,9.02E-06,2.09E-05,5.341684159
UMOYOM11_clean,8.68074,1.665829985,5.21106,0.619321,1.16902,0.723998635,4729.69,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,1.05E-05,2.65E-05,8.000362889
UMOYOM13_clean,8.08915,1.569885691,5.1527,0.677127,1.0453,0.707800853,4271.07,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,1.41E-05,3.84E-05,11.2508383
UMOYOM16_clean,7.63035,1.520598885,5.01799,0.779987,0.851297,0.664000593,3108.79,60.97560976,24.3902439,12.19512195,0,2.43902439,10,4,361,0.802222222,1.91E-05,6.12E-05,9.980770405
UMOZUT_clean,10.2026,1.949781088,5.23269,0.576016,1.30621,0.752397859,5071.38,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.09E-05,2.75E-05,8.409132369
UMUBAH_clean,10.24236,1.956213079,5.23581,0.576725,1.30669,0.75360079,5054,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.12E-05,2.80E-05,8.339933972
UMUBEL_clean,10.43104,1.969767183,5.29557,0.565681,1.34281,0.759602104,5151.62,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.04E-05,2.58E-05,7.529652603
UMUBIP_clean,11.2434,2.112960332,5.32116,0.544527,1.40893,0.767200426,5199.61,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,9.66E-06,2.29E-05,6.141250978
UMUBOV_clean,10.36323,1.988611265,5.21129,0.581505,1.29251,0.751601028,5052.94,51.1627907,34.88372093,11.62790698,0,2.325581395,10,4.545454545,262,0.661616162,1.14E-05,2.91E-05,8.933227298
UNAGOH_clean,6.96079,1.154514951,6.02919,0.981792,0.681,0.668600352,2021.13,47.36842105,15.78947368,31.57894737,0,5.263157895,12,11.11111111,31,0.861111111,8.61E-06,2.19E-05,6.451840295
UNAGUN_clean,6.99295,1.156618475,6.04603,0.980411,0.670331,0.657199886,2037.34,47.36842105,15.78947368,31.57894737,0,5.263157895,12,11.11111111,31,0.861111111,8.70E-06,2.17E-05,7.148258043
UNECOH_clean,8.18788,1.173637211,6.9765,1.09192,0.569271,0.62159839,1861.19,45,15,32.5,0,7.5,8.666666667,16.66666667,121,0.840277778,6.81E-06,1.87E-05,5.856481745
UNECUN_clean,8.22196,1.173496156,7.00638,1.18297,0.549636,0.650202899,1719.35,45,15,32.5,0,7.5,8.666666667,16.66666667,121,0.840277778,6.83E-06,1.83E-05,5.298367444
URENEM_clean,8.53899,1.087313725,7.85329,0.74811,0.959485,0.717800323,2751.44,45.61403509,22.80701754,17.54385965,10.52631579,3.50877193,10,7.692307692,79,0.759615385,8.95E-06,2.18E-05,7.356914765
USEVOF_clean,9.78266,1.483246,6.59544,1.19807,0.563072,0.674599671,1654.33,41.17647059,17.64705882,23.52941176,5.882352941,8.823529412,5.333333333,21.42857143,89,0.794642857,1.40E-05,6.07E-05,3.23644753
USORUR_clean,6.75938,1.241599606,5.44409,0.77718,0.907126,0.705000185,3204.57,50,27.77777778,18.51851852,0,3.703703704,10,7.407407407,79,0.731481481,1.11E-05,3.17E-05,8.864027418
UTACOJ_clean,10.00482,1.237723982,8.08324,1.1027,0.610321,0.673000967,1720.61,28.23529412,31.76470588,24.70588235,7.058823529,8.235294118,6,29.16666667,22,0.458333333,4.80E-06,9.80E-06,1.168664057
UTELIQ_clean,6.45449,1.176780854,5.48487,0.86074,0.706369,0.608000053,2058.57,48.27586207,27.5862069,13.79310345,6.896551724,3.448275862,8,7.142857143,121,0.720238095,3.52E-05,0.000121864,9.245920758
UTEMAJ_clean,8.09581,1.327340813,6.09927,0.734825,0.909332,0.668199887,3096.04,48.27586207,27.5862069,13.79310345,6.896551724,3.448275862,8,7.142857143,61,0.726190476,1.45E-05,3.75E-05,10.5998659
UTEWOG_clean,14.59149,1.52747446,9.55269,0.752086,0.957869,0.720399865,1745.71,47.61904762,28.57142857,0,19.04761905,4.761904762,0,10,85,0.708333333,1.66E-05,5.50E-05,6.461247875
UVEVUN_clean,13.08634,2.00270571,6.53433,0.765991,0.920115,0.704799809,2929.42,55.55555556,20,17.77777778,2.222222222,4.444444444,8,8,247,0.823333333,1.17E-05,3.14E-05,7.793853841
UVIPIZ_clean,13.16154,2.023510565,6.50431,0.868575,0.828023,0.719200077,2471.31,54.54545455,0,36.36363636,0,9.090909091,8,16.66666667,289,1.003472222,9.67E-06,2.94E-05,1.834689054
UVIPOF_clean,13.17946,2.001591619,6.58449,0.87003,0.829627,0.721800379,2465.9,54.54545455,0,36.36363636,0,9.090909091,8,16.66666667,289,1.003472222,8.68E-06,3.11E-05,1.833854085
UWALEL_clean,8.57419,1.062770753,8.06777,0.978062,0.624705,0.611000222,1850.4,52.5,22.5,20,2.5,2.5,16,4.761904762,100,0.793650794,1.40E-05,4.56E-05,4.312665012
UXISUR_clean,13.20708,1.971909383,6.69761,0.878357,0.817663,0.71820002,2393.51,46.15384615,15.38461538,30.76923077,0,7.692307692,8,16.66666667,241,0.836805556,1.48E-05,6.29E-05,3.119927288
UXUNUX_clean,7.36512,1.271347589,5.79316,0.678518,1.02989,0.698798903,3472.7,48.7804878,39.02439024,0,9.756097561,2.43902439,0,5,97,0.60625,1.60E-05,4.40E-05,12.58971044
UXUPEJ_clean,7.33818,1.269052177,5.78241,0.675641,1.0399,0.702599076,3514.13,48.7804878,39.02439024,0,9.756097561,2.43902439,0,5,97,0.60625,1.58E-05,4.39E-05,12.72313502
UXUPIN_clean,7.3374,1.282210797,5.72246,0.669934,1.05473,0.706599488,3652.82,48.7804878,39.02439024,0,9.756097561,2.43902439,0,5,97,0.60625,1.55E-05,4.21E-05,13.14319384
VACLIX_clean,25.84424,2.324538294,11.11801,0.527457,1.59899,0.843398468,3020.23,49.82698962,24.91349481,13.84083045,4.152249135,5.190311419,5.333333333,10.41666667,433,0.751736111,4.20E-06,9.04E-06,1.149336373
VAGMAT_clean,14.92091,1.125221524,13.26042,0.364732,2.3579,0.860001583,5140.9,52.63157895,31.57894737,10.52631579,2.631578947,2.631578947,8,5,57,0.7125,6.07E-06,1.10E-05,1.298888174
VAGMEX_clean,15.28058,1.054660102,14.48863,0.352218,2.45019,0.863001021,5189.2,52.63157895,31.57894737,10.52631579,2.631578947,2.631578947,8,5,57,0.7125,6.00E-06,1.09E-05,1.227973681
VALXAK_clean,9.98876,1.600852612,6.23965,0.742505,0.929286,0.689999501,2003.86,46.15384615,17.30769231,25,5.769230769,5.769230769,8.666666667,12.5,157,0.817708333,1.05E-05,2.74E-05,7.308617651
VALXEO_clean,9.6783,1.43774567,6.73158,0.83384,0.815983,0.680399265,1802.51,46.15384615,17.30769231,25,5.769230769,5.769230769,8.666666667,12.5,157,0.817708333,7.35E-06,1.91E-05,4.37812479
VALXIS_clean,10.17011,1.715536146,5.92824,0.888503,0.778388,0.691600073,1671.71,46.15384615,17.30769231,25,5.769230769,5.769230769,8.666666667,12.5,157,0.817708333,8.52E-06,2.24E-05,6.111711366
VALXOY_clean,10.47061,1.873572535,5.58858,0.777087,0.876093,0.680800481,1910.51,46.15384615,17.30769231,25,5.769230769,5.769230769,8.666666667,12.5,157,0.817708333,1.07E-05,3.21E-05,10.51354093
VANHEA_clean,8.56369,1.427124683,6.00066,0.853114,0.761445,0.64959939,2595.42,55.46218487,30.25210084,10.08403361,1.680672269,2.521008403,8,4.545454545,193,0.731060606,1.71E-05,5.32E-05,9.870992296
VEGBUG_clean,26.2956,2.90003463,9.06734,0.576598,1.43913,0.82979948,3098.71,44.44444444,8.888888889,26.66666667,0,6.666666667,8,15,217,0.904166667,3.91E-06,7.81E-06,0.87944332
VEGMOK_charged,6.79283,1.322746037,5.1354,1.12265,0.4794,0.53819841,1113.94,39.6039604,39.6039604,15.84158416,1.98019802,2.97029703,10.66666667,7.5,41,0.5125,1.46E-05,5.10E-05,4.32144403
VEGMOK01_charged,6.84998,1.330715927,5.14759,1.11831,0.489309,0.547199148,1134.84,39.6039604,39.6039604,15.84158416,1.98019802,2.97029703,10.66666667,7.5,41,0.5125,1.42E-05,5.00E-05,4.37763912
VEGMOK02_charged,6.86758,1.33591013,5.14075,1.11182,0.495942,0.551398234,1147.17,39.6039604,39.6039604,15.84158416,1.98019802,2.97029703,10.66666667,7.5,41,0.5125,1.43E-05,4.98E-05,4.248765047
VEGMOK03_charged,6.89118,1.335003255,5.16192,1.10372,0.503387,0.5555983,1161.55,39.6039604,39.6039604,15.84158416,1.98019802,2.97029703,10.66666667,7.5,41,0.5125,1.45E-05,5.09E-05,4.671185619
VEGMOK04_charged,6.87389,1.340561508,5.12762,1.11455,0.494728,0.551399092,1134.17,39.6039604,39.6039604,15.84158416,1.98019802,2.97029703,10.66666667,7.5,41,0.5125,1.45E-05,4.93E-05,4.461307365
VEHJID01_clean,8.78437,1.312333986,6.6937,0.765372,1.02068,0.781199893,3229.36,45,15,30,0,10,6,22.22222222,31,0.861111111,3.84E-06,7.23E-06,0.9985298
VEHJOJ_clean,14.09924,2.056247976,6.85678,0.748313,1.03005,0.770799806,3030.24,45.37815126,15.12605042,30.25210084,0,9.243697479,6.545454545,20.37037037,91,0.842592593,4.56E-06,9.12E-06,1.518132281
VEHJUP_clean,14.28068,2.08962728,6.83408,0.743695,1.04156,0.774602964,3050.2,45.37815126,15.12605042,30.25210084,0,9.243697479,6.545454545,20.37037037,91,0.842592593,4.40E-06,8.68E-06,1.530172355
VEHKOK_charged,6.40877,1.264416323,5.06856,1.19713,0.501033,0.599801635,1407.06,38.46153846,27.27272727,26.57342657,1.398601399,6.293706294,8.444444444,16.36363636,143,0.65,1.27E-05,4.80E-05,4.873427512
VEJHEZ_clean,15.05768,2.420016265,6.22214,0.685711,1.1238,0.770602022,3178.7,52.88135593,20.33898305,16.27118644,4.06779661,6.440677966,5.052631579,12.17948718,505,0.809294872,6.08E-06,1.25E-05,2.358652012
VEMMAC_clean,7.0981,1.163251092,6.10195,0.882251,0.765995,0.675799855,2580.86,38.0952381,19.04761905,0,38.0952381,4.761904762,0,12.5,19,0.791666667,9.67E-06,2.47E-05,6.940408138
VEMMEG_clean,7.14137,1.146186131,6.23055,0.816125,0.828795,0.676400319,2779.48,38.0952381,19.04761905,0,38.0952381,4.761904762,0,12.5,19,0.791666667,8.84E-06,2.20E-05,6.667681957
VEMMIK_clean,14.01468,1.064333055,13.16757,0.723032,1.02485,0.740999345,2398.01,33.33333333,16.66666667,0,33.33333333,8.333333333,0,25,19,0.791666667,3.84E-06,6.84E-06,0.883339478
VEMMOQ_clean,8.8382,1.030262549,8.57859,0.859762,0.815109,0.700799744,2145.04,38.0952381,19.04761905,0,38.0952381,4.761904762,0,12.5,25,0.78125,7.73E-06,1.87E-05,6.188885195
VETMIS_clean,17.23979,1.442927102,11.94779,0.311959,2.77664,0.866197838,5633.74,56.60377358,32.0754717,7.547169811,1.886792453,1.886792453,8,3.333333333,259,0.719444444,6.55E-06,1.17E-05,1.604585242
VETSOE_charged,20.8996,1.67730182,12.46025,0.550125,1.36405,0.750398006,2094.53,50.43782837,37.82837128,8.406304729,0,2.276707531,7.384615385,4.513888889,361,0.626736111,1.37E-05,5.54E-05,4.322498429
VETTAR_charged,20.43545,1.701802614,12.00812,0.58501,1.2916,0.755598916,2033.18,50.43782837,37.82837128,8.406304729,0,2.276707531,7.384615385,4.513888889,361,0.626736111,1.88E-05,6.77E-05,5.291199758
VIMRAM_clean,9.39066,1.285238587,7.30655,1.12702,0.56645,0.638400479,1680.51,37.83783784,18.91891892,32.43243243,0,5.405405405,12,14.28571429,85,0.758928571,6.50E-06,1.64E-05,4.393958247
VINHOR_clean,9.98256,1.371356979,7.27933,0.808976,0.898419,0.726799409,2676.71,30,0,60,0,10,12,33.33333333,97,1.010416667,1.61E-06,2.59E-06,0.272075001
VIRVEY_clean,7.24501,1.252205399,5.7858,1.08742,0.65752,0.715000398,2418.77,40,17.14285714,22.85714286,5.714285714,8.571428571,5.333333333,21.42857143,45,0.803571429,4.18E-06,9.28E-06,1.629453096
VIXPUP01_clean,10.93877,1.583509098,6.90793,0.690693,1.11801,0.772201681,3408.24,45,20,25,5,5,10,11.11111111,169,0.782407407,8.45E-06,2.08E-05,2.497305551
VIXWEF_clean,12.63096,2.091163148,6.04016,0.859273,0.861426,0.740200103,2722.46,42.10526316,15.78947368,23.68421053,5.263157895,13.15789474,3.6,31.25,313,0.815104167,4.22E-06,1.00E-05,1.630959392
VOGPEO_clean,11.06118,1.57851564,7.00733,0.767126,0.944043,0.72419993,2858.15,52.14285714,20.71428571,22.85714286,0,4.285714286,10.66666667,8.219178082,235,0.804794521,1.47E-05,5.06E-05,6.268683959
VOGTIV_clean_h,11.63962,1.081399324,10.76348,0.91487,0.699116,0.639600255,1693.37,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,22,0.916666667,6.88E-06,1.72E-05,6.497587882
VOJGOS_clean,6.19077,1.165097713,5.31352,0.976178,0.653979,0.638399912,2106.38,50,26.92307692,15.38461538,3.846153846,3.846153846,8,7.692307692,39,0.75,2.43E-05,7.87E-05,9.208820811
VOLPET_clean,9.30216,1.489048431,6.24705,0.741977,1.01054,0.749797438,3320.15,43.24324324,14.41441441,28.82882883,0,6.306306306,9.142857143,14.58333333,41,0.854166667,4.73E-06,9.94E-06,1.608711167
VOLQOD_clean,11.11495,1.269737278,8.75374,0.70291,1.05106,0.738800585,2691.32,53.46534653,29.7029703,12.87128713,0,3.96039604,6.5,7.407407407,157,0.726851852,1.22E-05,3.41E-05,4.16944166
VOYGOH_clean,8.28524,1.316657741,6.29263,1.28416,0.565973,0.726799888,2024.19,26.58227848,15.18987342,37.97468354,0,20.25316456,3.75,76.19047619,121,0.720238095,6.23E-07,2.65E-06,0.324452925
VOZVIR01_clean,8.9147,1.597693795,5.57973,1.34608,0.471444,0.63460134,1249.9,44.44444444,29.62962963,0,14.81481481,3.703703704,0,8.333333333,193,0.670138889,4.20E-06,1.05E-05,2.92461951
VUDXID_clean,10.29567,1.227740234,8.38587,0.842606,0.865885,0.729599896,2472.62,44.21052632,18.94736842,25.26315789,6.315789474,5.263157895,9.6,11.9047619,67,0.797619048,3.92E-06,6.76E-06,0.892195125
VUJBEI_clean,18.44776,2.805461353,6.57566,0.562611,1.39955,0.787402225,3863.94,57.14285714,19.04761905,19.04761905,0,4.761904762,8,8.333333333,241,0.836805556,7.70E-06,1.84E-05,2.640654284
VUNHAO_clean,8.87764,1.111073009,7.99015,0.6011,1.25703,0.755600733,4521.13,37.20930233,0,0,55.81395349,6.976744186,0,18.75,65,1.015625,3.18E-06,5.39E-06,0.611107201
VUQJUN_clean,11.32335,1.10647556,10.23371,0.790589,0.841398,0.665200003,2185.66,51.85185185,29.62962963,14.81481481,0,3.703703704,8,7.142857143,81,0.723214286,1.74E-05,6.73E-05,6.089816484
VUQJUN01_clean,11.32844,1.103635191,10.26466,0.790589,0.841651,0.665400022,2190.38,51.85185185,29.62962963,14.81481481,0,3.703703704,8,7.142857143,81,0.723214286,1.90E-05,6.53E-05,6.694382997
WACLEU_clean,6.11102,1.214195169,5.03298,1.15501,0.473763,0.547201003,1200.86,50,18.75,25,0,6.25,8,12.5,27,0.84375,1.32E-05,4.91E-05,4.660514846
WAFKAQ_clean,8.03491,1.456552202,5.51639,0.911443,0.724566,0.660400609,2345.31,40,40,13.33333333,3.333333333,3.333333333,8,8.333333333,25,0.520833333,1.61E-05,4.99E-05,5.344735692
WAHKUO_clean,16.20891,2.26332428,7.16155,0.580972,1.30643,0.75899925,3560.7,49.55752212,35.39823009,0,7.079646018,2.654867257,0,5.357142857,109,0.648809524,1.20E-05,2.60E-05,7.212356038
WAHNEB_clean,15.95836,2.347280199,6.79866,0.49512,1.57739,0.780997337,4596.76,52.83018868,37.73584906,0,7.547169811,1.886792453,0,3.571428571,109,0.648809524,1.26E-05,2.69E-05,7.230952319
WAHNIF_clean,16.02728,2.306793747,6.94786,0.608079,1.24392,0.75640163,3378.01,49.55752212,35.39823009,0,7.079646018,2.654867257,0,5.357142857,109,0.648809524,1.13E-05,2.74E-05,8.124304063
WAHNOL_clean,16.15521,2.252925418,7.17077,0.498613,1.55913,0.777402487,4325.17,52.83018868,37.73584906,0,7.547169811,1.886792453,0,3.571428571,109,0.648809524,1.32E-05,2.73E-05,7.540192557
WAMREJ_clean,15.93828,1.51886734,10.49353,0.575196,1.36336,0.784199219,3712.18,55.73770492,24.59016393,13.1147541,3.278688525,3.278688525,8,5.882352941,107,0.786764706,1.01E-05,2.63E-05,4.332459108
WAMRIN_clean,7.37329,1.283789337,5.74338,0.949012,0.626125,0.594200139,1655.33,39.50617284,29.62962963,22.22222222,4.938271605,3.703703704,12,9.375,41,0.640625,2.15E-05,7.69E-05,8.310615006
WAMRIN01_clean,7.20791,1.106665254,6.51318,0.94264,0.633115,0.596799524,1654.8,38.55421687,31.3253012,21.68674699,4.819277108,3.614457831,12,9.375,77,0.6015625,2.16E-05,7.71E-05,8.513108152
WANHIF_clean,11.32631,1.840443475,6.15412,0.742906,0.978051,0.726599956,3278.19,61.9047619,14.28571429,19.04761905,0,4.761904762,8,7.692307692,208,0.888888889,1.41E-05,4.94E-05,7.65667337
WAQFIG_clean,8.54706,1.328879408,6.43178,0.665022,1.14974,0.764602394,4104.38,46.80851064,21.27659574,21.27659574,4.255319149,4.255319149,10,9.090909091,35,0.795454545,7.53E-06,1.75E-05,1.551490375
WAQKUX_clean,11.77413,1.683321944,6.99458,0.695804,1.05806,0.73620238,3393.43,52.34375,22.65625,18.75,1.5625,4.6875,8,8.955223881,211,0.787313433,1.27E-05,3.89E-05,4.936010845
WAQTEQ_clean,11.92108,1.703123348,6.99954,0.79488,0.933726,0.742200123,2565.84,41.37931034,20.68965517,20.68965517,10.34482759,6.896551724,6,16.66666667,163,0.75462963,5.22E-06,1.20E-05,2.573490449
WARJAC_clean,6.27516,1.164468923,5.38886,1.20156,0.534141,0.64180246,1538.27,32,0,32,24,12,5.333333333,37.5,25,1.041666667,2.89E-06,6.25E-06,0.959961731
WAVROC_clean,18.88525,2.385914133,7.91531,0.52911,1.49799,0.792601489,3768.23,53.73134328,29.85074627,13.43283582,0,2.985074627,9,5.555555556,313,0.724537037,7.85E-06,1.63E-05,3.641329444
WAWGOQ_clean,10.46531,1.444014863,7.24737,0.692819,1.03808,0.719201548,2985.55,54.54545455,29.54545455,9.090909091,4.545454545,2.272727273,8,4.166666667,141,0.734375,1.63E-05,4.83E-05,5.641925559
WEBJOE_clean,19.11149,1.132502541,16.87545,0.689845,1.14229,0.788003045,3247.44,58.2278481,0,35.44303797,0,6.329113924,11.2,10.86956522,277,1.003623188,8.77E-06,2.37E-05,1.328095918
