MOF,LCD,LCD/PLD,PLD,density (cm3/g),Pore Volume (cm3/g),Porosity,Surface Area (m2/g), %C, %H, %O, %N,%Metal,O-to-M,MP,TDU,DU,H2O_Kh,FA_Kh,FA
FORTUD_clean,17.46562,1.682328997,10.38181,0.786041,0.879089,0.690999997,1925.54,43.42581423,41.25452352,9.650180941,2.171290712,3.498190591,5.517241379,8.055555556,379,0.526388889,9.46E-06,2.82E-05,1.26350619
FOTNIN_clean,33.62157,1.123359644,29.92948,0.240324,3.83066,0.920599534,3183.71,46.15384615,23.07692308,19.23076923,5.769230769,5.769230769,6.666666667,12.5,145,0.755208333,7.30E-06,1.95E-05,0.842822717
FUDGES_clean,7.76038,1.398616951,5.54861,0.846504,0.84087,0.711799818,2917.86,48.48484848,18.18181818,27.27272727,0,6.060606061,9,12.5,53,0.828125,7.47E-06,1.72E-05,2.305167039
FUNCEX_clean,13.21557,1.059203856,12.47689,0.543761,1.44218,0.784201239,3624.58,52.27272727,27.27272727,9.090909091,6.818181818,2.272727273,8,4.347826087,35,0.760869565,7.89E-06,2.04E-05,1.479293047
FUQJUX_clean,12.69722,1.497961972,8.47633,0.718278,1.03915,0.746398584,2945.9,36.73469388,24.48979592,2.040816327,30.6122449,6.12244898,0.666666667,16.66666667,97,0.673611111,4.70E-06,8.52E-06,0.907423807
FUTCAZ_clean,6.78768,1.348088595,5.03504,0.817663,0.865883,0.708000491,3418.5,42.85714286,14.28571429,28.57142857,0,9.523809524,6,22.22222222,31,0.861111111,3.99E-06,7.75E-06,1.31332212
FUTDII_clean,10.10622,1.173999259,8.60837,0.871632,0.734713,0.640399362,1745.28,55.55555556,25.92592593,14.81481481,0,3.703703704,8,6.666666667,70,0.777777778,7.33E-06,1.98E-05,2.049006443
FUTKEL_manual,6.71846,1.245441603,5.39444,0.983709,0.580253,0.570800098,1640.79,55.10204082,32.65306122,8.163265306,2.040816327,2.040816327,8,3.703703704,77,0.712962963,1.48E-05,5.48E-05,3.310822173
FUTZAX_clean,6.70042,1.096299811,6.11185,0.956816,0.699403,0.669199981,2163.12,47.36842105,15.78947368,31.57894737,0,5.263157895,12,11.11111111,61,0.847222222,7.93E-06,2.02E-05,3.101645381
FUTZOL_clean,9.30232,1.461424864,6.36524,0.891296,0.762261,0.67940018,2290.48,47.78761062,15.92920354,31.85840708,0,4.424778761,14.4,9.259259259,181,0.837962963,7.64E-06,2.03E-05,1.712857941
FUXXIH_clean,10.16266,1.170563878,8.68185,0.899748,0.715089,0.643399898,1758.35,43.20987654,35.80246914,16.04938272,1.234567901,3.703703704,8.666666667,8.571428571,83,0.592857143,7.70E-06,1.89E-05,1.178154188
GACQAE_clean,8.56972,1.037028073,8.26373,0.874357,0.793726,0.693999884,2310.67,48.7804878,29.26829268,17.07317073,0,4.87804878,7,10,57,0.7125,1.14E-05,3.26E-05,2.456458837
GACVIS_clean,7.02111,1.109246685,6.32962,1.11473,0.563903,0.628599591,1881.83,45,15,32.5,0,7.5,8.666666667,16.66666667,31,0.861111111,9.01E-06,2.60E-05,7.062356442
GADNUX_clean,15.43787,2.302795209,6.70397,0.729552,1.02721,0.74940311,3206.84,46.95652174,19.13043478,20.86956522,7.826086957,5.217391304,8,11.11111111,345,0.798611111,1.23E-05,3.61E-05,2.319828439
GAFROX_clean,10.38317,1.783960937,5.82029,0.765244,0.946626,0.724399867,3202.06,50,25,18.18181818,2.272727273,4.545454545,8,9.090909091,100,0.757575758,1.40E-05,3.83E-05,2.977477632
GAFRUD_clean,10.59453,1.858956903,5.69918,0.768776,0.929269,0.714399705,3192.89,50,25,18.18181818,2.272727273,4.545454545,8,9.090909091,100,0.757575758,1.25E-05,3.68E-05,3.80069788
GAGQAI_clean,15.6839,1.597810484,9.81587,0.743275,0.970032,0.721000535,1723,34.7826087,11.5942029,0,46.37681159,5.797101449,0,16.66666667,61,0.847222222,7.22E-06,1.83E-05,1.765717593
GAGZEV_clean,28.66522,2.484480889,11.53771,0.279149,3.15817,0.881599997,5712.98,60.60606061,24.24242424,12.12121212,0,3.03030303,8,5,385,0.802083333,6.86E-06,1.42E-05,0.965661297
GAHWIX_clean,10.08038,1.404355567,7.17794,0.589363,1.31125,0.772802234,4441.79,48,28.8,15.2,4.8,3.2,9.5,6.666666667,337,0.702083333,8.90E-06,2.01E-05,2.240563265
GALCAZ_clean,7.51924,1.077634811,6.97754,1.17363,0.431822,0.506799254,1004.78,47.14285714,31.42857143,10,8.571428571,2.857142857,7,6.060606061,89,0.674242424,1.14E-05,3.90E-05,2.245491436
GASSUR_clean,7.13166,1.119926758,6.36797,1.0643,0.578785,0.616000876,1590.2,45.83333333,25,16.66666667,8.333333333,4.166666667,8,9.090909091,65,0.738636364,1.36E-05,4.70E-05,5.190968546
GATBUZ_charged,6.90621,1.343774869,5.13941,1.10396,0.490962,0.54200241,1145.95,39.6039604,39.6039604,15.84158416,1.98019802,2.97029703,10.66666667,7.5,41,0.5125,1.41E-05,5.04E-05,4.392291469
GAWMOJ_clean,9.85959,1.260694613,7.82076,0.707147,1.02411,0.724196314,2848.41,46.47887324,33.8028169,16.90140845,0,2.816901408,12,6.060606061,169,0.640151515,7.31E-06,1.93E-05,1.814408563
GEGDED_clean,10.73095,1.632436207,6.57358,0.838883,0.830152,0.6964004,2516.71,45.67901235,24.69135802,24.69135802,0,4.938271605,10,10.81081081,109,0.736486486,2.32E-05,0.000113007,2.664315585
GERWEH_clean,9.16485,1.379726941,6.64251,1.11428,0.560902,0.625001881,1410.47,49.23076923,18.46153846,24.61538462,0,6.153846154,8,12.5,53,0.828125,6.85E-05,0.000126715,2.562322273
GESBOW_charged,9.3261,1.373302901,6.791,1.20544,0.468044,0.564198959,1387.02,24,44,23.11111111,0,8.888888889,5.2,37.03703704,19,0.087962963,2.67E-06,4.14E-06,0.296309512
GIRXUC_clean,9.02646,1.361711693,6.62876,0.768463,1.01215,0.777799825,3189.43,45,15,30,0,10,6,22.22222222,31,0.861111111,3.76E-06,7.22E-06,0.950628482
GIRYAJ_clean,11.11776,1.665572042,6.67504,0.856122,0.856887,0.733599812,2802.89,40,13.33333333,35.55555556,2.962962963,8.148148148,8.727272727,20.37037037,91,0.842592593,4.69E-06,9.84E-06,1.477796118
GITPIK_clean,6.71051,1.145355178,5.85889,1.05932,0.568668,0.602401386,1839.96,41.17647059,27.45098039,15.68627451,11.76470588,3.921568627,8,9.523809524,57,0.678571429,1.44E-05,4.21E-05,2.340313404
GIVNIK_clean,7.21449,1.271336257,5.67473,0.867445,0.76685,0.665200198,2608.78,55.17241379,31.03448276,0,10.34482759,3.448275862,0,6.25,185,0.72265625,8.95E-06,2.04E-05,2.310820288
GIVNOQ_clean,7.18513,1.254472633,5.72761,0.897407,0.72208,0.647999647,2609.57,59.25925926,25.92592593,0,11.11111111,3.703703704,0,6.25,201,0.78515625,9.29E-06,2.70E-05,3.222347993
GIYTIS_SL,6.15959,1.210263957,5.08946,0.966844,0.66443,0.642400159,2213.41,40,37.33333333,16,2.666666667,4,8,10,17,0.566666667,1.37E-05,4.75E-05,6.670534258
GONNAA_clean,7.09205,1.22212036,5.80307,0.944258,0.757632,0.715400077,2938.2,29.78723404,25.53191489,0,34.04255319,6.382978723,0,21.42857143,33,0.589285714,5.37E-06,1.20E-05,1.415705694
GOSBOH_clean,10.37122,1.158231297,8.95436,0.787001,0.845489,0.665400688,2047.69,29.78723404,42.55319149,0,25.53191489,2.127659574,0,7.142857143,13,0.30952381,6.20E-06,1.33E-05,1.76878975
GOSKEG_clean,7.10002,1.361656998,5.21425,0.943193,0.655433,0.618199818,1860.4,52.89256198,31.40495868,9.917355372,3.305785124,2.479338843,8,4.6875,181,0.70703125,2.55E-05,0.000109296,4.186864375
GOVWOF_clean,15.42527,1.376928,11.20267,0.794433,0.876851,0.69659937,2364.92,46.875,23.4375,25,0,4.6875,10.66666667,10,136,0.755555556,1.64E-05,6.32E-05,2.355323772
GUHMIH_clean,13.3149,2.103476331,6.32995,0.498432,1.5609,0.778002509,5688.77,40.57971014,40.57971014,5.797101449,11.5942029,1.449275362,8,3.571428571,169,0.50297619,8.66E-06,1.77E-05,2.219480931
GUPBEZ02_clean,23.87093,2.200533934,10.84779,0.911245,0.880553,0.802399518,1789.58,24.61538462,49.23076923,0,8.717948718,8.717948718,0,35.41666667,1,0.002604167,1.68E-06,2.74E-06,0.308052423
GUVLAL_clean,8.46005,1.061321702,7.97124,1.21092,0.55363,0.67040164,1701.98,44.44444444,29.62962963,0,14.81481481,3.703703704,0,8.333333333,193,0.670138889,9.56E-06,2.37E-05,1.675161068
GUVZII_clean,11.49557,1.071813041,10.72535,1.14498,0.559135,0.640198392,1351.26,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.32E-06,9.89E-06,1.1142642
HABQUY_clean,25.71531,2.127289197,12.0883,0.289452,3.01881,0.873800592,5688.62,60.60606061,24.24242424,12.12121212,0,3.03030303,8,5,385,0.802083333,6.40E-06,1.28E-05,1.042160298
HABRAF_manual,24.30948,2.690545259,9.03515,0.38234,2.21321,0.846198711,4885.64,58.06451613,25.80645161,12.90322581,0,3.225806452,8,5.555555556,337,0.780092593,7.68E-06,1.66E-05,1.078677377
HABREJ_clean,7.22153,1.31290997,5.5004,0.929467,0.682757,0.634600101,1942.84,38.98305085,32.20338983,6.779661017,16.94915254,3.389830508,4,8.695652174,109,0.592391304,2.42E-05,7.47E-05,3.82209818
HAJMIQ_clean,13.26244,1.995636289,6.64572,0.873197,0.825931,0.721200471,2429.08,46.15384615,15.38461538,30.76923077,0,7.692307692,8,16.66666667,241,0.836805556,1.28E-05,5.90E-05,1.441679296
HAKCAZ_clean,7.25791,1.44260037,5.03113,1.17911,0.501055,0.590798961,1351.88,55.5984556,27.7992278,9.266409266,4.633204633,2.702702703,6.857142857,4.861111111,217,0.753472222,5.26E-05,0.000294864,6.891582461
HAMJOW_clean,5.97637,1.054357069,5.66826,0.916107,0.703193,0.64420003,2405.35,46.66666667,26.66666667,16.66666667,6.666666667,3.333333333,10,7.142857143,41,0.732142857,2.08E-05,6.24E-05,5.496835446
HAPGIR_clean,6.12679,1.106529961,5.53694,1.24903,0.441784,0.55180147,1169.52,38.46153846,20.51282051,17.94871795,15.38461538,7.692307692,4.666666667,20,45,0.75,1.11E-05,3.90E-05,2.983428011
HAPHUD_clean,8.47502,1.240180283,6.8337,0.827108,0.800137,0.661799714,2275.42,47.43589744,30.76923077,11.53846154,7.692307692,2.564102564,9,5.405405405,101,0.682432432,1.07E-05,3.03E-05,2.668370311
HAQJIV_clean,10.92187,1.772774713,6.16089,0.730979,1.01781,0.743997736,3217.63,42.85714286,32.65306122,16.32653061,4.081632653,4.081632653,8,9.523809524,118,0.624338624,1.52E-05,5.32E-05,7.731138145
HAQKES_clean,7.18365,1.229792771,5.84135,1.26274,0.495429,0.625598015,1518.71,33.57664234,40.1459854,16.05839416,2.919708029,7.299270073,4.4,21.73913043,149,0.404891304,6.46E-06,1.55E-05,1.161595706
HAQRID_clean,8.35999,1.13481357,7.36684,1.01133,0.646874,0.654203082,1814.52,50.52631579,18.94736842,25.26315789,0,5.263157895,9.6,10.41666667,157,0.817708333,9.28E-06,2.41E-05,3.719304635
HAXMUP_clean,8.05193,1.39567531,5.7692,1.0871,0.555788,0.604197135,1147.19,27.77777778,44.44444444,5.555555556,16.66666667,5.555555556,2,20,7,0.233333333,2.83E-06,5.83E-06,0.755647659
HAYLIE_clean,7.09546,1.3742582,5.16312,0.822497,0.776173,0.638399964,2167.43,35.55555556,48.88888889,4.444444444,8.888888889,2.222222222,4,6.25,21,0.328125,1.25E-05,3.70E-05,7.365548303
HAZWIP_clean,6.08536,1.122751862,5.42004,0.76282,0.961695,0.73360018,4157.27,40,26.66666667,0,26.66666667,6.666666667,0,16.66666667,33,0.6875,7.51E-06,1.60E-05,2.881379702
HEDCAW_clean,8.17736,1.234594294,6.62352,0.938004,0.666948,0.625599892,2090.97,50,28.57142857,17.85714286,0,3.571428571,10,7.142857143,81,0.723214286,1.10E-05,3.65E-05,4.061475345
HEDCIE_clean,6.94357,1.110198502,6.25435,1.02856,0.575367,0.591799482,1615.44,50,30.3030303,15.15151515,1.515151515,3.03030303,10,6.060606061,93,0.704545455,1.31E-05,5.16E-05,3.030911402
HEFFAB_charged,9.07189,1.611574271,5.62921,1.09841,0.528764,0.580799665,1124.95,49.24623116,28.64321608,14.07035176,3.51758794,3.51758794,8,7.142857143,140,0.714285714,1.43E-05,3.96E-05,1.743876296
HEXVEM_clean,28.43131,1.786162309,15.91754,0.251734,3.55533,0.894997442,5364.2,45.71428571,28.57142857,11.42857143,11.42857143,2.857142857,8,6.25,133,0.692708333,5.58E-06,8.95E-06,0.991390701
HIFGEK_clean,6.30554,1.225692831,5.14447,1.31758,0.431246,0.568201105,1286.57,34.55882353,39.70588235,0,13.97058824,5.882352941,0,17.0212766,81,0.430851064,1.10E-05,3.77E-05,4.177452191
HIGRIA_clean,11.33189,1.651874193,6.86002,0.649596,1.19151,0.77400013,3628.15,46.75324675,23.37662338,0,23.37662338,6.493506494,0,13.88888889,55,0.763888889,6.11E-06,1.33E-05,1.666311267
HIYGIH_clean,17.06952,2.561341118,6.66429,0.730619,1.01613,0.742403884,2955.01,44.7761194,17.91044776,17.91044776,14.92537313,4.47761194,8,10,193,0.804166667,2.13E-06,2.90E-05,5.495764993
HOFJIX_clean,9.75671,1.139018829,8.56589,1.06294,0.548103,0.582600603,1256.25,49.35064935,31.16883117,12.98701299,3.896103896,2.597402597,10,5.263157895,209,0.6875,8.30E-06,2.30E-05,2.158035554
HOGJIX_clean,10.87652,1.83086979,5.94063,0.784217,0.950247,0.745199852,3084.95,47.05882353,17.64705882,23.52941176,5.882352941,5.882352941,8,12.5,79,0.822916667,8.11E-06,2.05E-05,2.400118374
HOGLEV_clean,14.03402,1.551354698,9.0463,0.76193,0.983555,0.749400061,2772.55,48.57142857,22.85714286,22.85714286,0,5.714285714,8,11.76470588,313,0.767156863,1.16E-05,3.44E-05,2.231633277
HOGLEV01_clean,9.50106,1.695170908,5.60478,0.851383,0.823601,0.70119989,2808.08,48.57142857,22.85714286,22.85714286,0,5.714285714,8,11.76470588,79,0.774509804,1.64E-05,6.64E-05,2.379636123
HOWPUF_clean,7.93406,1.44692608,5.48339,0.971712,0.667482,0.648600269,2101.08,39.53488372,27.90697674,18.60465116,9.302325581,4.651162791,8,11.76470588,45,0.661764706,7.44E-06,2.08E-05,2.158186117
HOXSUK_clean,6.8634,1.054723157,6.5073,1.07828,0.512854,0.553000211,1179.6,54.32098765,29.62962963,12.34567901,0,3.703703704,6.666666667,6.818181818,129,0.732954545,2.62E-05,0.000135255,4.850164374
HUHNIJ_clean,6.23729,1.167922479,5.3405,1.03071,0.530122,0.546402047,1135.17,40.625,49.47916667,3.645833333,4.166666667,2.083333333,3.5,5.128205128,123,0.394230769,1.35E-05,4.12E-05,2.086770555
HULCOI_clean,19.48655,2.646967334,7.36184,0.593799,1.31459,0.780602227,3750.66,41.7721519,25.3164557,21.51898734,7.594936709,3.797468354,11.33333333,9.090909091,369,0.698863636,8.66E-06,1.95E-05,1.346773936
HUMWIX_clean,14.98566,1.631852444,9.18322,0.727734,0.910497,0.662599624,2061.37,42.37560193,46.22792937,7.704654896,0,1.926163724,8,4.545454545,121,0.458333333,2.08E-05,8.54E-05,2.687593753
HUQGOR_clean,10.27351,1.420142546,7.23414,0.702938,0.982733,0.69080037,2564.75,53.89221557,34.73053892,7.185628743,2.395209581,1.796407186,8,3.333333333,123,0.683333333,1.28E-05,3.55E-05,2.485519971
HUQGUX_clean,10.2361,1.407486446,7.27261,0.69251,1.00388,0.695196939,2633.19,53.89221557,34.73053892,7.185628743,2.395209581,1.796407186,8,3.333333333,123,0.683333333,2.20E-06,3.30E-05,6.859819238
HUQHAE_clean,10.11008,1.323362597,7.63969,0.70182,0.978314,0.686600331,2641.12,53.89221557,34.73053892,7.185628743,2.395209581,1.796407186,8,3.333333333,123,0.683333333,1.24E-05,3.47E-05,3.000146525
HUQHEI_clean,10.39855,1.417501496,7.33583,0.70723,0.9779,0.691600217,2567.28,53.33333333,33.93939394,7.272727273,3.636363636,1.818181818,8,3.409090909,121,0.6875,2.19E-06,3.35E-05,6.635060449
HUQHIM_clean,10.2269,1.17400518,8.71112,0.711062,0.962223,0.684200211,2479.82,53.29341317,34.13173653,7.784431138,2.994011976,1.796407186,8.666666667,3.370786517,243,0.68258427,1.14E-05,3.06E-05,8.390362636
HUQHOS_clean,9.73841,1.363701415,7.14116,0.752041,0.900216,0.676999341,2413.78,53.98773006,34.35582822,7.36196319,2.45398773,1.840490798,8,3.409090909,121,0.6875,1.32E-05,3.81E-05,3.447533584
HUQHUY_clean,12.11698,1.334360416,9.08074,0.619951,1.16267,0.720798429,2933.88,54.33526012,34.68208092,6.936416185,2.312138728,1.734104046,8,3.191489362,513,0.682180851,1.18E-05,2.90E-05,1.95564574
HURFEH_clean,7.40163,1.403357457,5.27423,1.02718,0.61411,0.63080151,1803.42,36,34,13,12,5,5.2,13.88888889,77,0.534722222,1.71E-05,8.14E-05,3.335583568
HURFUX_clean,6.75247,1.335546563,5.05596,1.0343,0.611426,0.632397912,1846.94,34.95145631,35.9223301,12.62135922,11.65048544,4.854368932,5.2,13.88888889,71,0.493055556,1.97E-05,8.30E-05,7.231592578
HUYJUG_clean,9.25957,1.580010067,5.86045,0.936428,0.629627,0.589600352,1093.48,43.90243902,39.02439024,9.756097561,4.87804878,2.43902439,8,5.555555556,121,0.560185185,1.92E-05,5.52E-05,1.313013752
HUYKAN_clean,9.77773,1.471074194,6.64666,0.912205,0.644153,0.587599587,1198.37,43.90243902,39.02439024,9.756097561,4.87804878,2.43902439,8,5.555555556,121,0.560185185,3.05E-05,7.10E-05,1.212933167
HUYKIV_clean,13.89985,1.016040455,13.68041,0.580343,1.30716,0.758601156,2117.55,64,8,16,8,4,8,6.25,361,0.940104167,1.95E-05,1.50E-05,0.289039729
HUZSOL_clean,9.96894,1.245505645,8.00393,0.905605,0.664749,0.602000018,1422.68,47.61904762,34.92063492,11.9047619,1.587301587,3.968253968,6,8.333333333,153,0.6375,1.91E-05,6.28E-05,1.924202309
HUZSUR_clean,9.15011,1.234699358,7.4108,0.889985,0.652146,0.580400158,1730.09,52.72727273,28.18181818,13.63636364,0.909090909,4.545454545,6,8.620689655,86,0.74137931,1.50E-05,5.57E-05,1.42278854
HUZXAD_clean,11.46912,1.475699274,7.77199,0.64457,1.10865,0.714602531,3180.18,50,34.90566038,11.32075472,1.886792453,1.886792453,12,3.773584906,277,0.653301887,9.91E-06,2.55E-05,2.488260966
HUZXIL_clean,10.514,1.487242307,7.06946,0.669354,1.04967,0.702600813,3097.05,50,35.71428571,10.71428571,1.785714286,1.785714286,12,3.571428571,289,0.645089286,1.40E-05,3.18E-05,2.532038856
HUZXOR_clean,11.426,1.437433403,7.94889,0.669497,1.05841,0.70860232,2846.85,49.55752212,36.28318584,10.61946903,1.769911504,1.769911504,12,3.571428571,285,0.636160714,1.30E-05,3.15E-05,2.129313387
HUZXUX_clean,9.29118,1.490033758,6.23555,0.722566,0.942751,0.681199819,2685.59,47.32824427,40.45801527,9.160305344,1.526717557,1.526717557,12,3.225806452,285,0.574596774,1.53E-05,4.08E-05,2.81271981
IBUBIT_clean,11.26336,1.042988688,10.79912,0.878987,0.800467,0.703600087,2166.48,39.50617284,24.69135802,14.81481481,14.81481481,6.172839506,4.8,15.625,89,0.6953125,4.24E-06,9.08E-06,1.364944718
ICAGOK_clean,8.74413,1.747889131,5.00268,0.838204,0.769503,0.645000493,2311.28,48.64864865,32.43243243,8.108108108,8.108108108,2.702702703,6,5.555555556,97,0.673611111,1.15E-05,3.27E-05,9.36592666
IDAGEA_charged,6.40396,1.07060987,5.9816,1.07446,0.493458,0.530200883,1192.89,42.22222222,40,7.777777778,7.777777778,2.222222222,7,5.263157895,41,0.539473684,6.32E-06,2.11E-05,3.627656468
IDEYOF_clean,10.03153,1.625055078,6.17304,0.42881,1.88288,0.807397773,5779.04,48.7804878,39.02439024,0,9.756097561,2.43902439,0,5,49,0.6125,7.36E-06,1.37E-05,2.190672027
IDORAW_clean,10.66058,1.341677459,7.94571,0.758358,0.997682,0.756600126,2623.65,40.74074074,14.81481481,29.62962963,7.407407407,7.407407407,8,18.18181818,145,0.823863636,4.29E-06,8.60E-06,0.965407659
IFAGON_clean,7.26408,1.223959966,5.9349,0.928559,0.670501,0.622599738,1829.96,39.39393939,42.42424242,12.12121212,3.03030303,3.03030303,8,7.692307692,97,0.466346154,1.42E-05,4.43E-05,7.82411205
IFASOZ_clean,9.64796,1.317415408,7.3234,0.745691,0.895545,0.667799847,2478.17,31.57894737,42.10526316,21.05263158,0,5.263157895,8,16.66666667,33,0.34375,5.07E-06,1.11E-05,2.166507882
IFEHUY_clean,11.31643,1.117347654,10.12794,1.037,0.622755,0.645796935,1537.82,44.44444444,11.11111111,22.22222222,0,11.11111111,4,25,43,0.895833333,4.21E-06,9.73E-06,1.622012706
IGAGUU_clean,16.24786,1.252876018,12.96845,0.632439,1.21055,0.765599031,3627.92,39.375,33.75,12.1875,5.625,4.6875,5.2,11.9047619,145,0.575396825,7.34E-06,1.73E-05,2.792678526
IKETIB_clean,13.18345,2.004261361,6.57771,0.873765,0.826309,0.721999883,2494.44,54.54545455,0,36.36363636,0,9.090909091,8,16.66666667,289,1.003472222,8.32E-06,3.10E-05,1.970371608
IKETOH_manual,13.20001,2.057871352,6.4144,0.879595,0.810601,0.713000587,2410.89,46.15384615,15.38461538,30.76923077,0,7.692307692,8,16.66666667,61,0.847222222,1.23E-05,5.49E-05,3.066351892
IKETUN_clean,13.22557,2.026103049,6.52759,0.869317,0.832608,0.723800289,2510.09,54.54545455,0,36.36363636,0,9.090909091,8,16.66666667,289,1.003472222,8.99E-06,2.74E-05,2.004187875
IQUCOO_clean,6.46968,1.18684028,5.45118,1.037,0.521892,0.541202004,1317.47,51.42857143,22.85714286,22.85714286,0,2.857142857,16,5.555555556,57,0.791666667,1.40E-05,5.40E-05,5.609695254
ITIPOS_clean,9.85225,1.220659749,8.07125,1.06602,0.622875,0.663997208,1686.76,28.23529412,31.76470588,24.70588235,7.058823529,8.235294118,6,29.16666667,22,0.458333333,4.74E-06,1.13E-05,1.353995351
IVETOT_clean,10.10291,1.411736677,7.15637,0.681717,1.00364,0.68419845,2542.34,54.87804878,39.02439024,0,4.87804878,1.219512195,0,2.222222222,117,0.65,8.61E-06,2.18E-05,8.212180105
IVILEG_clean,14.1452,1.066256201,13.26623,0.718024,1.00721,0.723200953,2146.34,46.35193133,34.33476395,7.296137339,8.583690987,3.433476395,4.25,7.407407407,137,0.634259259,9.35E-06,2.46E-05,3.170718573
IWEVAJ_clean,13.76426,2.061743282,6.67603,0.642349,1.2118,0.778398518,3693.76,56.47058824,0,28.23529412,7.058823529,8.235294118,6.857142857,14.58333333,385,1.002604167,4.43E-06,9.03E-06,1.100574982
IXAKAU_clean,6.35523,1.06722699,5.9549,0.780645,0.914116,0.713600085,3387.58,50,26.92307692,15.38461538,3.846153846,3.846153846,8,7.692307692,77,0.740384615,1.10E-05,3.18E-05,6.976210143
IXEJIG_clean,11.25458,1.083201237,10.39011,0.837465,0.83299,0.69759997,2346.92,45.07042254,33.8028169,16.90140845,0,4.225352113,8,9.375,161,0.62890625,6.87E-06,1.63E-05,2.705694468
IXEJOM_clean,15.02825,1.061986832,14.15107,0.818993,0.914537,0.748999401,2589.7,45.07042254,16.90140845,16.90140845,0,4.225352113,8,9.375,105,0.8203125,5.67E-06,1.21E-05,1.920437785
IYEHAX_clean,8.64445,1.458550569,5.92674,0.762449,0.924127,0.704599707,3150.79,48,25.33333333,16,6.666666667,4,8,8.333333333,107,0.743055556,1.43E-05,3.98E-05,6.14008358
IYEPUZ_clean,9.24057,1.076689593,8.58239,0.696077,1.01742,0.708202661,2935.2,53.90070922,25.53191489,14.18439716,2.836879433,3.546099291,8,6.578947368,117,0.769736842,9.84E-06,2.47E-05,3.574181287
IZENUY_clean,10.28405,1.816876874,5.66029,0.907624,0.744581,0.675799586,1640.12,46.15384615,17.30769231,25,5.769230769,5.769230769,8.666666667,12.5,157,0.817708333,9.52E-06,2.59E-05,7.159405307
IZEPAF_clean,24.1004,3.198265268,7.53546,0.570649,1.36967,0.781600816,3431.26,46.15384615,23.07692308,25,0,5.769230769,8.666666667,12.5,217,0.753472222,7.27E-06,1.80E-05,1.745075781
IZEPEJ_clean,23.87439,3.535590048,6.75259,0.54542,1.42862,0.77919792,3316.52,46.15384615,23.07692308,25,0,5.769230769,8.666666667,12.5,145,0.755208333,7.12E-06,1.95E-05,1.647938968
IZEQUB_clean,6.84955,1.301901281,5.26119,0.91964,0.679179,0.624600176,2100.55,53.09734513,28.31858407,15.92920354,0,2.654867257,12,5,89,0.741666667,2.77E-05,0.000116548,7.351971492
IZERAI_clean,21.81992,1.033287415,21.11699,0.624269,1.24978,0.780198911,2170.68,51.87969925,36.09022556,9.77443609,0,2.255639098,8.666666667,4.347826087,91,0.65942029,9.15E-05,0.000168391,9.268963085
IZEWAN_clean,9.04728,1.066092885,8.48639,0.87931,0.755365,0.664199998,1973.9,51.92307692,26.92307692,17.30769231,0,3.846153846,9,7.407407407,81,0.75,1.84E-05,7.25E-05,7.731972638
IZOWAW_clean,18.94727,1.802234522,10.51321,1.00603,0.784073,0.78880096,1780.51,18.75,6.25,50,0,25,4,133.3333333,31,0.861111111,9.48E-07,1.30E-06,0.153278232
IZOWEA_clean,9.72623,1.259641025,7.72143,1.42425,0.488679,0.696001066,1479.15,14.28571429,4.761904762,53.96825397,0,25.3968254,4.25,177.7777778,31,0.861111111,7.92E-07,1.15E-06,0.131195926
IZUVUV_clean,10.56188,1.021406059,10.34053,0.902736,0.728009,0.657199933,1682.12,44.44444444,29.62962963,0,14.81481481,3.703703704,0,8.333333333,193,0.670138889,3.29E-06,6.63E-06,0.911054049
JADJOQ_clean,5.63389,1.098271271,5.12978,1.03186,0.65261,0.673402155,2345.38,39.28571429,28.57142857,25,0,7.142857143,7,18.18181818,29,0.659090909,8.88E-06,2.36E-05,6.883613357
JALCAD_clean,10.23917,1.89998831,5.38907,0.840589,0.786353,0.660999682,1756.74,46.15384615,17.30769231,25,5.769230769,5.769230769,8.666666667,12.5,157,0.817708333,2.83E-05,0.000105195,13.33185393
JETZAK_clean,6.92889,1.147976884,6.03574,0.751805,0.863522,0.649200157,2633.39,51.85185185,29.62962963,14.81481481,0,3.703703704,8,7.142857143,61,0.726190476,1.67E-05,5.43E-05,9.245309982
JOCWIJ_clean,13.89765,2.520420673,5.51402,0.824207,0.891766,0.73499978,2275.65,27.27272727,29.54545455,15.90909091,20.45454545,6.818181818,4.666666667,25,45,0.46875,3.12E-06,5.95E-06,0.750734295
JOGSAA_clean,12.97631,1.3735324,9.4474,0.420776,1.95496,0.822600249,4728.27,48.48484848,33.33333333,6.060606061,9.090909091,3.03030303,4,6.25,43,0.671875,5.60E-06,9.68E-06,1.174207112
JOWFOQ_clean,6.87554,1.095773436,6.2746,1.0117,0.705344,0.713596525,2282.27,22.22222222,27.77777778,5.555555556,33.33333333,11.11111111,1,50,7,0.4375,2.74E-06,4.88E-06,0.61624451
JOYKUF_clean,15.8468,1.006047024,15.75155,0.656923,1.17304,0.770596956,2109.7,50,21.42857143,21.42857143,0,7.142857143,6,14.28571429,34,0.80952381,5.28E-06,1.09E-05,1.544587477
JUTCIM_clean,15.74073,1.057941452,14.87864,0.734143,1.01969,0.748598276,2742.03,40,11.42857143,34.28571429,11.42857143,2.857142857,24,7.142857143,217,0.861111111,9.91E-06,2.77E-05,3.223040936
